Index,Date,Temperature F,Precipitation,Wind Speed (mph),Dew Point F,Sea Level Pressure (mBARs)
514,28/5/08,91,0,21.29,72.2,1000.1
515,29/5/08,92,0,20.02,73.3,999.3
516,30/5/08,90.8,0,23.25,74.7,1000.9
517,31/5/08,89.8,0,30.73,74.2,999.9
518,1/6/08,90.3,0,25.55,75.9,999
519,2/6/08,89.7,0,19.56,71.6,1000.2
520,3/6/08,93.2,0.03,14.5,73.3,1002.8
521,4/6/08,90.1,0,18.07,74.5,1003.9
522,5/6/08,90.3,0,23.48,73.6,1001.4
523,6/6/08,89.7,0,23.71,73.4,996.6
524,7/6/08,91.4,0,16.69,75.3,996.5
525,8/6/08,93.7,0,12.89,73.7,997.6
526,9/6/08,95.9,0,10.93,73.2,997.2
527,10/6/08,95.2,0,14.04,73.7,997.8
528,11/6/08,94.2,0,14.38,74.8,998.1
529,12/6/08,92.1,0,15.77,75.3,997.6
530,13/6/08,94.1,0,12.77,76.6,995.1
531,14/6/08,91.2,0,20.71,76.6,992
532,15/6/08,89.2,0,25.89,75.7,991.4
533,16/6/08,90.5,0,25.32,76.8,992.6
534,17/6/08,91.1,0,22.67,76.7,993
535,18/6/08,88.7,0,24.4,76.1,992.9
536,19/6/08,89.8,0,29,75.9,995.1
537,20/6/08,89.4,0,28.77,75.9,998.1
538,21/6/08,89.8,0,30.73,74.6,999
539,22/6/08,89.9,0,27.85,75.6,998.4
540,23/6/08,89.8,0,21.29,76.1,998.4
541,24/6/08,88.6,0,26.12,75.1,997.5
542,25/6/08,89,0,22.67,75.5,998.6
543,26/6/08,89.3,0,16.34,76.1,999.2
544,27/6/08,89.1,0,18.41,74.5,998
545,28/6/08,88.1,0,20.14,75.5,996.6
546,29/6/08,91.1,0,14.96,75.4,996.6
547,30/6/08,92.9,0,18.41,74,996.9
548,1/7/08,91.7,0,22.67,75.5,998.4
549,2/7/08,90.4,0,23.25,73.3,998.9
550,3/7/08,88.2,0,30.15,74.4,997.5
551,4/7/08,86.8,0,28.42,76.3,996.8
552,5/7/08,88.4,0,28.08,74.9,995.6
553,6/7/08,89.3,0,24.63,75,995.2
554,7/7/08,88.9,0,26.7,73.9,996.3
555,8/7/08,89.5,0,21.29,73,996
556,9/7/08,89,0,19.68,74.8,998.3
557,10/7/08,89.7,0,18.64,74.3,999.5
558,11/7/08,89.7,0,26.47,73.6,996.9
559,12/7/08,87.7,0,23.82,73.2,995.3
560,13/7/08,88,0,18.07,74.3,997.6
561,14/7/08,88.1,0,20.14,74.6,1001
562,15/7/08,86.5,0,25.89,72.7,999.8
563,16/7/08,88.1,0,30.84,72.3,997.6
564,17/7/08,87.9,0,23.82,73.4,997.2
565,18/7/08,88,0,24.4,73.2,997.9
566,19/7/08,87.4,0,23.59,73.8,997.9
567,20/7/08,87.6,0,17.49,73.1,998.6
568,21/7/08,87,0,17.84,75.3,1000.3
569,22/7/08,87.8,0,16.69,74.3,999
570,23/7/08,88,0,19.79,73.4,998.9
571,24/7/08,88.3,0,23.59,73,997.8
572,25/7/08,87.7,0,25.32,73.3,995.9
573,26/7/08,87.5,0,18.99,75,996.5
574,27/7/08,88.7,0,15.19,75.7,997.2
575,28/7/08,89,0,14.38,76.4,995.8
576,29/7/08,85.7,0.24,8.63,77.2,995.9
577,30/7/08,87.6,0.04,6.9,77.6,996.2
578,31/7/08,90,0.04,13.46,77.6,997.4
579,1/8/08,85.3566666666667,0.136,18.884,74.6633333333333,1000.28666666667
580,2/8/08,82.1,0,8.63,76.5,999.1
581,3/8/08,81.8,3.2,10.36,77.9,999.6
582,4/8/08,85.4,0.16,9.78,77,1000.5
583,5/8/08,84.3,0,15.08,76.5,1000.8
584,6/8/08,85.4,0,20.14,73.5,999.6
585,7/8/08,85.7,0,32.45,75,995.8
586,8/8/08,86.6,0,28.65,74.3,994.9
587,9/8/08,87,0,24.74,74.4,995.4
588,10/8/08,89.4,0,14.38,76.8,995.2
589,11/8/08,89.4,0,10.36,77.3,993.4
590,12/8/08,86.2,0,12.08,78.2,994.2
591,13/8/08,84.1,0.72,12.66,78,997.3
592,14/8/08,85.9,0,17.49,77.4,997.3
593,15/8/08,85.7,0,20.71,75.3,996.9
594,16/8/08,84.3,0,26.58,74.1,998.4
595,17/8/08,85.3,0,25.89,73.6,1001.1
596,18/8/08,85.4,0,25.32,75.1,1001.8
597,19/8/08,84.8,0,21.17,73.6,1002.8
598,20/8/08,86,0,24.86,72.4,1003.3
599,21/8/08,85.1,0,25.55,73,1002.8
600,22/8/08,84,0,20.71,73.6,1002.7
601,23/8/08,84.9,0,13.23,73.7,1003.9
602,24/8/08,85.3,0,11.74,73.5,1005.7
603,25/8/08,86.1,0,18.07,72.4,1005
604,26/8/08,86.9,0,18.64,72.6,1004.2
605,27/8/08,85.4,0,18.07,72.7,1003.9
606,28/8/08,85,0,16.34,73,1003.3
607,29/8/08,84.7,0,23.94,73.6,1002
608,30/8/08,83.7,0,21.06,72.2,1002.6
609,31/8/08,84.8,0,17.84,72.7,1005.1
610,1/9/08,85.7,0,15.54,72.4,1006
611,2/9/08,86.6,0,14.04,73.2,1006.4
612,3/9/08,86.4,0,16.46,72.8,1004.9
613,4/9/08,85.9,0,22.33,71.8,1004.4
614,5/9/08,87.6,0,23.02,71.8,1003
615,6/9/08,84.4,0,18.64,72.6,1002.6
616,7/9/08,85,0,6.9,72.1,1006.4
617,8/9/08,86.1,0,7.25,68.8,1006.4
618,9/9/08,88,0,3.45,68.4,1005.4
619,10/9/08,89.6,0,3.11,64.5,1003.5
620,11/9/08,92.8,0,9.78,60.3,1002.3
621,12/9/08,92.6,0,12.89,63.6,1002.3
622,13/9/08,95,0,10.93,69.2,1001.5
623,14/9/08,92.9,0,8.06,72.1,1001.8
624,15/9/08,91.2,0,8.4,73,1001.2
625,16/9/08,90.2,0,8.63,72.2,1000.3
626,17/9/08,89.3,0,13.81,73,1001
627,18/9/08,90.7,0,9.21,69.7,1002.2
628,19/9/08,88.5,0,8.06,72.9,1001.9
629,20/9/08,87.2,0,21.06,73.7,1002.5
630,21/9/08,86,0,14.38,73.6,1003.7
631,22/9/08,84.3,0,16.11,72.3,1004.6
632,23/9/08,86.4,0,17.95,70.4,1005.8
633,24/9/08,84.8,0,17.38,70.1,1006.9
634,25/9/08,84.1,0,17.26,70.8,1007.5
635,26/9/08,84.2,0,24.4,72.1,1005.7
636,27/9/08,84.8,0,22.67,71.8,1005.4
637,28/9/08,84.6,0,21.29,73.3,1006.1
638,29/9/08,85.4,0,16.34,73.1,1006.2
639,30/9/08,86.1,0,14.04,73,1005.8
640,1/10/08,84.9,0,9.9,73.3,1005.9
641,2/10/08,85.6,0,10.59,71.8,1007.8
642,3/10/08,87.4,0,12.08,70.8,1009
643,4/10/08,89.9,0,12.66,69.5,1007.8
644,5/10/08,87.4,0,16.11,72.1,1006.9
645,6/10/08,87,0,17.61,73.7,1006
646,7/10/08,84.4,0,16.69,73.8,1006.5
647,8/10/08,84.4,0,14.38,73.2,1007.1
648,9/10/08,84.2,0,13.46,72.4,1009.5
649,10/10/08,84.1,0,11.74,69.7,1012.7
650,11/10/08,87.5,0,7.83,59.5,1013
651,12/10/08,90.1,0,9.78,50.9,1012
652,13/10/08,88.4,0,12.31,53.6,1009.9
653,14/10/08,86,0,14.61,72.3,1008.8
654,15/10/08,85.6,0,12.08,73.2,1009.3
655,16/10/08,83.8,0,16.8,68.2,1011.8
656,17/10/08,84,0,11.16,67,1012.3
657,18/10/08,87.3,0,5.98,57,1011.6
658,19/10/08,88.5,0,3.45,53.5,1011.1
659,20/10/08,88.8,0,8.29,48.7,1008.9
660,21/10/08,87.2,0,8.06,47,1009.9
661,22/10/08,86.6,0,4.03,46.3,1010.5
662,23/10/08,87.8,0,4.03,53.3,1010.4
663,24/10/08,88.5,0,4.6,48.2,1010
664,25/10/08,81.7,0,7.48,59.3,1009.7
665,26/10/08,82.1,0,1.73,64.1,1008.7
666,27/10/08,82.1,0,11.16,57.9,1008.8
667,28/10/08,82.3,0,15.77,67.2,1008.9
668,29/10/08,81.2,0,16.11,68.7,1009.7
669,30/10/08,81,0,6.56,69.3,1012.5
670,31/10/08,84,0,5.75,68.5,1013.8
671,1/11/08,84.7,0,7.48,65.6,1012.4
672,2/11/08,83.9,0,5.75,67.3,1011.7
673,3/11/08,85.1,0,10.59,62.4,1012.2
674,4/11/08,83.7,0,11.85,62.4,1011
675,5/11/08,82.3,0,13.81,65,1009.1
676,6/11/08,81.6,0,10.82,66.8,1009.9
677,7/11/08,82.5,0,4.03,63.2,1012.8
678,8/11/08,82.7,0,4.03,59.4,1013.4
679,9/11/08,75.9827586206896,0,9.0748275862069,50.2137931034483,1013.67586206897
680,10/11/08,84.7,0,3.91,53.4,1011.8
681,11/11/08,81.4,0,1.38,55.3,1011.4
682,12/11/08,78.8,0,1.96,58.8,1010.1
683,13/11/08,73.8,0,7.13,50.5,1010.5
684,14/11/08,73.5,0,11.51,40.5,1011.7
685,15/11/08,71.3,0,14.61,44.3,1013.4
686,16/11/08,71,0,9.21,44.6,1013.5
687,17/11/08,70.9,0,8.86,41.8,1012.5
688,18/11/08,72.1,0,9.55,39.5,1012.7
689,19/11/08,71.4,0,9.55,41.1,1014.8
690,20/11/08,70.7,0,16.34,37.2,1017.6
691,21/11/08,70.6,0,10.93,38.4,1018.3
692,22/11/08,69.4,0,8.17,41,1017.2
693,23/11/08,71.3,0,7.13,41.2,1017
694,24/11/08,71.7,0,4.95,38.9,1015.3
695,25/11/08,73.6,0,2.88,41.1,1013.5
696,26/11/08,71.6,0,10.59,47.4,1015
697,27/11/08,72.4,0,16.11,46.3,1016
698,28/11/08,71.5,0,19.33,48.1,1017.5
699,29/11/08,73.7,0,13.46,46.6,1017.7
700,30/11/08,71.6,0,7.25,48.1,1016.6
701,1/12/08,71.5,0,0,57.7,1015.6
702,2/12/08,78.4,0.206666666666667,8.06,50.5,1013.1
703,3/12/08,76.9,0,5.64,52.5,1012.6
704,4/12/08,78.2,0,2.3,53.9,1012.6
705,5/12/08,75.4,0,7.13,58.1,1015.1
706,6/12/08,69.9,0,18.99,64.6,1017.3
707,7/12/08,66.7,0,20.71,62.2,1015.1
708,8/12/08,66.5,0,16.11,60.6,1015.3
709,9/12/08,68.2,0,11.51,58.5,1017.2
710,10/12/08,67.2,0,8.52,54,1017
711,11/12/08,66.2,0,3.8,48.4,1015.7
712,12/12/08,66.5,0,7.83,46.4,1015.3
713,13/12/08,65,0,11.85,44.1,1016.8
714,14/12/08,66.8,0,13.46,45.9,1017.3
715,15/12/08,66.5,0,13.81,48.7,1015
716,16/12/08,65.2,5.35,13.12,50.2,1013.7
717,17/12/08,65.5,0,21.29,55,1016.3
718,18/12/08,62.5,0.16,13.46,58,1017.4
719,19/12/08,61.6,0.44,12.66,60,1015.7
720,20/12/08,63.6,0.25,11.74,57.6,1017.1
721,21/12/08,63.2,0,14.04,50.7,1018.4
722,22/12/08,62.3,0,11.16,44.7,1019
723,23/12/08,62.1,0,7.25,44.6,1017.8
724,24/12/08,67.6,0,2.3,43.9,1015.4
725,25/12/08,65.8,0,2.88,54.5,1014.6
726,26/12/08,63.6,0,6.21,52.6,1014.3
727,27/12/08,66.7,0,1.38,57.6,1013.4
728,28/12/08,64.9,0,0.35,56.5,1014.5
729,29/12/08,65.5,0,3.8,56,1014.2
730,30/12/08,66,0,6.33,53.4,1016.3
731,31/12/08,65.5,0,6.9,48.6,1016.9
732,1/1/09,66.2,0,3.22,53.3,1015.6
733,2/1/09,66.5,0,3.57,57.9,1015
734,3/1/09,71.5,0,6.33,60.1,1014.1
735,4/1/09,66.5,0,5.41,55.7,1014.1
736,5/1/09,62.9,0,11.74,52.7,1014.9
737,6/1/09,62.1,0,13,49.8,1015
738,7/1/09,62.4,0,12.89,44.7,1018.2
739,8/1/09,61.9,0,8.63,42.4,1019.9
740,9/1/09,64.2,0,11.74,40.8,1019.8
741,10/1/09,62.8,0,16.34,41.3,1020.2
742,11/1/09,62.3,0,14.61,43.9,1019
743,12/1/09,64.1,0,14.61,43,1020.4
744,13/1/09,66.2,0,15.19,42.8,1020.7
745,14/1/09,65.4,0,17.49,46.8,1020.5
746,15/1/09,60.2,0.03,20.14,51.2,1020
747,16/1/09,59.4,0,16.46,55,1020.3
748,17/1/09,57.4,0,12.43,52.4,1019.1
749,18/1/09,62.8,0,5.75,52.5,1017.6
750,19/1/09,62.4,0,14.96,43.7,1018.7
751,20/1/09,64.4,0,12.66,46.3,1018.8
752,21/1/09,67.6,0,6.79,49,1017.2
753,22/1/09,69.1,0,6.67,46.6,1015
754,23/1/09,67.2,0,16.92,50.7,1014.3
755,24/1/09,66.7,0,15.77,52.9,1012
756,25/1/09,67.4,0,8.86,46.1,1012.1
757,26/1/09,67.4,0,1.73,45,1013
758,27/1/09,68.4,0,5.18,47.7,1014.3
759,28/1/09,62.6,0,7.36,48.6,1015.1
760,29/1/09,64.9,0,1.04,49.1,1014.9
761,30/1/09,67.4,0,3.8,49.6,1016.2
762,31/1/09,67.2,0,3.45,43.7,1015.8
763,1/2/09,71.4,0,5.98,45.8,1013.9
764,2/2/09,70.5,0,7.13,51.9,1013.6
765,3/2/09,70.9,0,1.38,55.4,1013.4
766,4/2/09,70.6,0,1.27,55.2,1012.9
767,5/2/09,70.9,0,6.33,55,1013.6
768,6/2/09,67.3,0,13.46,31.9,1017.8
769,7/2/09,66.1,0,13,33.1,1018.3
770,8/2/09,65.9,0,7.48,34.6,1017.6
771,9/2/09,68.7,0,5.64,46.2,1015
772,10/2/09,67.9,0,6.33,42.6,1013.5
773,11/2/09,70.5,0,2.65,52.6,1014.1
774,12/2/09,70.8,0,6.33,54,1013.3
775,13/2/09,71.4,0,13.46,59.9,1010
776,14/2/09,71.5,0.01,8.06,47.5,1013
777,15/2/09,68.2,0,6.56,45.1,1015
778,16/2/09,70,0,1.73,44,1015.1
779,17/2/09,72.8,0,2.65,44.2,1014.9
780,18/2/09,72.2,0,6.9,48.5,1014.8
781,19/2/09,75.2,0,5.52,46.4,1012.2
782,20/2/09,75.1,0,7.71,54.8,1013.9
783,21/2/09,75.3,0,9.44,53.9,1014
784,22/2/09,75.5,0,5.52,55.4,1009.8
785,23/2/09,78.5,0,9.9,51.9,1008.5
786,24/2/09,80.3,0,11.16,62.1,1008.6
787,25/2/09,80,0,8.86,61.7,1009.1
788,26/2/09,80.6,0,4.26,51.9,1009.4
789,27/2/09,80,0,3.45,60.2,1010.5
790,28/2/09,80.5,0,5.75,57.2,1010.6
791,1/3/09,81.7,0,12.66,60.1,1009.2
792,2/3/09,81.3,0,6.1,62.1,1009.8
793,3/3/09,79.6,0,14.96,67.1,1008.9
794,4/3/09,78.8,0,7.83,57.5,1009.4
795,5/3/09,78.1,0,10.36,50.2,1009.5
796,6/3/09,76.8,0,15.77,55.4,1008.9
797,7/3/09,77.8,0,9.09,52.7,1010.5
798,8/3/09,79,0,2.65,40.1,1010.2
799,9/3/09,78.6,0,9.55,41.6,1012.3
800,10/3/09,79.2,0,11.51,41.1,1013.7
801,11/3/09,80.5,0,13.46,44.8,1013.8
802,12/3/09,80.5,0,6.67,41.7,1011.6
803,13/3/09,79.3,0,5.52,35.7,1011
804,14/3/09,80.5,0,8.63,45.8,1012
805,15/3/09,83.4,0,7.48,46.7,1010.2
806,16/3/09,80.4,0,12.08,49.4,1008.6
807,17/3/09,81.3,0,6.1,54.4,1009.2
808,18/3/09,81.7,0,8.86,58.2,1009.8
809,19/3/09,83.3,0,7.13,61.1,1008.3
810,20/3/09,80.7,0,8.86,60.4,1007.6
811,21/3/09,81.3,0.02,13.46,61.7,1008.3
812,22/3/09,80,0,5.98,57,1010.2
813,23/3/09,82.2,0,4.83,58.5,1010.8
814,24/3/09,81.5,0,7.6,60.5,1011.4
815,25/3/09,83.5,0,4.03,61.7,1010.6
816,26/3/09,83.2,0,13.23,61,1008.1
817,27/3/09,86,0,12.66,59.1,1006.7
818,28/3/09,82.5,0,7.6,64.4,1008.5
819,29/3/09,79.4,0,5.75,65,1009.9
820,30/3/09,85.6,0,6.33,63.9,1009.9
821,31/3/09,86.7,0,5.75,60.4,1007.9
822,1/4/09,88.4,0,7.48,48,1008.2
823,2/4/09,85.4,0,9.78,51.5,1008.6
824,3/4/09,84.2,0,3.45,47.5,1009.4
825,4/4/09,87,0,6.56,48.9,1010.4
826,5/4/09,87.1,0.02,12.08,54.8,1009.5
827,6/4/09,84.5,0,14.38,55.5,1008.3
828,7/4/09,81.9,0,12.31,57.6,1006.5
829,8/4/09,79.2,0,4.37,50.1,1007.3
830,9/4/09,81.7,0,5.75,46.2,1011
831,10/4/09,83.6,0,8.06,47.4,1011.6
832,11/4/09,86.9,0,1.5,45,1008.2
833,12/4/09,87.9,0,3.8,49.6,1007
834,13/4/09,87.8,0,10.93,62.8,1004.9
835,14/4/09,85,0,11.51,63.7,1004.5
836,15/4/09,86.2,0,10.7,53.8,1006.3
837,16/4/09,87,0,11.74,59.9,1007.8
838,17/4/09,87.5821428571429,0.000714285714286,9.49785714285714,53.1357142857143,1007.325
839,18/4/09,92.4,0,7.48,49.6,1006.9
840,19/4/09,91.8,0,17.49,61.1,1006.5
841,20/4/09,89.6,0,19.22,56.7,1003.5
842,21/4/09,88.9,0,8.06,42.2,1004.2
843,22/4/09,87,0,6.56,48.5,1006.1
844,23/4/09,88.4,0,9.78,57.3,1007.1
845,24/4/09,88.3,0,6.56,54.8,1008.6
846,25/4/09,90.3,0,2.65,43.8,1009.6
847,26/4/09,87.5821428571429,0.000714285714286,9.49785714285714,53.1357142857143,1007.325
848,27/4/09,94.6,0,8.06,47.4,1007.3
849,28/4/09,93.4,0,14.38,53.5,1006
850,29/4/09,91.2,0,12.66,64.7,1005.7
851,30/4/09,92.6,0,18.64,65.9,1004.1
852,1/5/09,94.6,0,12.43,56.1,1005.4
853,2/5/09,93,0,11.51,63,1005.5
854,3/5/09,93.9,0,16.92,64.5,1003.6
855,4/5/09,89.8,0,14.96,64.9,1003.7
856,5/5/09,92.6,0,8.29,61.7,1006.3
857,6/5/09,92.8,0,8.86,61.5,1007.5
858,7/5/09,92.6,0,8.06,58.6,1006
859,8/5/09,90.2,0,11.74,64.9,1004.8
860,9/5/09,89,0,22.44,69.7,1003.8
861,10/5/09,88.9,0,27.85,72.7,1001.9
862,11/5/09,92,0,23.25,73.6,1001.7
863,12/5/09,95.1,0,11.39,67.2,1001.4
864,13/5/09,93.4,0,15.54,75.1,999.7
865,14/5/09,92,0,15.88,77.2,998.1
866,15/5/09,96.8,0,8.4,69.5,998.5
867,16/5/09,93.7,0,14.61,76.9,1001.4
868,17/5/09,91.6,0,17.61,75.4,1002.7
869,18/5/09,89.3,0,21.52,74.6,1002.8
870,19/5/09,88.1,0,16.11,75.6,1001.7
871,20/5/09,94.4,0,16.92,62.3,1001.2
872,21/5/09,92.5,0,17.26,70.7,1001.7
873,22/5/09,95.7,0,12.08,67.2,1000.5
874,23/5/09,96.2,0,13.81,64.6,998.3
875,24/5/09,92.6,0,18.41,73.9,996.8
876,25/5/09,91.6,0,19.56,75.7,996.3
877,26/5/09,92.4,0,16.34,74.5,996.4
878,27/5/09,91.5,0,19.56,77.6,998.4
879,28/5/09,91,0,30.73,77.8,999.3
880,29/5/09,91,0,27.85,77.5,998.5
881,30/5/09,92.4,0,21.4,77.2,997.1
882,31/5/09,88.7,0,25.89,75.8,999.2
883,1/6/09,90.1,0,28.77,75.2,1000.2
884,2/6/09,91,0,31.3,75.3,1001.2
885,3/6/09,91.8,0,31.07,74.6,1002.4
886,4/6/09,90.9,0,26.47,71.7,1000.4
887,5/6/09,90.9,0,19.68,73.7,998.4
888,6/6/09,93,0,9.78,55.9,997.4
889,7/6/09,93.9,0,11.74,62.4,997.7
890,8/6/09,94.5,0,15.77,73.8,998.9
891,9/6/09,92.1,0,22.67,76.5,1000.7
892,10/6/09,92.2,0,19.45,76.2,1000.9
893,11/6/09,93.8,0,26.58,73.4,1000.2
894,12/6/09,94.6,0,21.29,73.9,1000.5
895,13/6/09,96.1,0,22.09,73.3,1001.5
896,14/6/09,91.9178571428571,0.000714285714286,18.0996428571429,73.9071428571429,999.6
897,15/6/09,93.9,0,17.49,76.2,999
898,16/6/09,91.1,0,10.7,75.8,1000.9
899,17/6/09,91.9178571428571,0.000714285714286,18.0996428571429,73.9071428571429,999.6
900,18/6/09,90.7,0.01,11.85,70.4,1001.4
901,19/6/09,91.5,0,19.45,75.4,1000.5
902,20/6/09,92.1,0,17.84,73.4,1000.6
903,21/6/09,89.9,0,22.44,73.6,1000.6
904,22/6/09,90.5,0,27.04,75.4,1000.2
905,23/6/09,89.7,0,19.56,76.9,999.3
906,24/6/09,92,0,9.44,75.9,999.5
907,25/6/09,90.1,0,0.69,74.6,999.3
908,26/6/09,89.9,0.01,6.67,77,998.7
909,27/6/09,93.2,0,10.36,77.3,997.4
910,28/6/09,92.3,0,16.8,77.7,996.8
911,29/6/09,91.2,0,13.46,77.2,996.9
912,30/6/09,90.7,0,16.34,76.7,997.3
913,1/7/09,91.9,0,15.77,76.2,996.5
914,2/7/09,90.9,0,17.49,77.3,996.1
915,3/7/09,92.4,0,21.29,75.7,994.6
916,4/7/09,93.7,0,13.81,76.3,995.8
917,5/7/09,97.4,0,8.29,71.6,996.2
918,6/7/09,94.5,0,12.77,68.7,996.2
919,7/7/09,94.9,0,23.02,73.8,995.6
920,8/7/09,94.6,0,23.82,75.1,993.8
921,9/7/09,91.5,0,18.07,77.7,995.2
922,10/7/09,90.7,0,12.08,76.6,997
923,11/7/09,87.2,0.18,7.48,77.9,998.3
924,12/7/09,91.6,0,20.94,78.4,996.5
925,13/7/09,89.9,0,21.86,77.2,994.7
926,14/7/09,90,0,13.46,78.1,994.6
927,15/7/09,92.5,0,8.4,76.6,995.1
928,16/7/09,95.3,0,15.54,77.7,994.6
929,17/7/09,92.3,0,8.06,79.7,993.6
930,18/7/09,79,3.37,11.74,77.9,995.9
931,19/7/09,82.1,0.72,10.24,77.6,998.8
932,20/7/09,86.8,0,18.64,77.8,997.4
933,21/7/09,88.1,0,18.99,78.1,998.3
934,22/7/09,89.9,0,10.93,79.2,997.2
935,23/7/09,86.3,0,11.85,76.9,996.6
936,24/7/09,83.4,0.49,4.37,77.6,997.9
937,25/7/09,87.6,0.67,8.4,79.5,998.6
938,26/7/09,86.8,0,25.55,78.3,997.3
939,27/7/09,86.6,0,35.9,78.3,994.7
940,28/7/09,87.1,0,29.23,77.7,993.8
941,29/7/09,87.2,0,20.71,76.8,997.3
942,30/7/09,87,0,19.22,76.4,1000.2
943,31/7/09,87.7,0,28.31,76.5,1000.2
944,1/8/09,87,0,27.62,77.3,999.4
945,2/8/09,86,0.081666666666667,21.4,76.7,999.1
946,3/8/09,88.4,0,19.68,77.2,998
947,4/8/09,90,0,15.19,77.7,996.9
948,5/8/09,87.6,0,21.75,77.7,996.5
949,6/8/09,86.7,0,21.86,78.7,996.3
950,7/8/09,88,0,20.37,77.8,997
951,8/8/09,88.1,0,15.42,76.9,997.6
952,9/8/09,87.9,0,15.19,75.4,998.2
953,10/8/09,87,0,13.81,75.9,998.9
954,11/8/09,88.9,0,12.31,75.9,1002.3
955,12/8/09,88.3,0,12.89,75.7,1002.6
956,13/8/09,87.2,0,16.34,74.7,1001.9
957,14/8/09,86.3,0,17.72,74.1,1001.7
958,15/8/09,85.8,0,22.09,75.4,1000.9
959,16/8/09,87.7,0,25.66,75.2,1001.3
960,17/8/09,86.3,0,19.56,75.8,1003.4
961,18/8/09,86.8,0,17.03,75.5,1003.3
962,19/8/09,86.7,0,20.71,76.2,1004.2
963,20/8/09,87,0,23.02,76.6,1003.8
964,21/8/09,87.1,0,29.58,76.5,1002.4
965,22/8/09,87.7,0,21.06,76.3,1001.6
966,23/8/09,87.7,0,17.26,76.6,1001.2
967,24/8/09,87.2,0,16.11,76,1003.2
968,25/8/09,86.1,0,18.41,76.2,1002.5
969,26/8/09,88.1,0,22.09,76.1,1002.8
970,27/8/09,89.3,0,14.15,75.1,1002.4
971,28/8/09,91.5,0,9.78,74.3,1002.6
972,29/8/09,92.1,0,7.48,76.8,1001.2
973,30/8/09,85.3,0,6.9,78,1000.7
974,31/8/09,80.8,2.45,6.9,77.4,1003.3
975,1/9/09,84.3,0.3,5.41,78.3,1004.2
976,2/9/09,87.1,0,12.66,80.2,1002.1
977,3/9/09,86.7,0,18.07,77.9,999.8
978,4/9/09,85.5,0,7.25,77.8,1001
979,5/9/09,88.3,0,9.55,77.3,1000.4
980,6/9/09,85.1,0,13.12,76,1000.2
981,7/9/09,86,0,14.38,75.8,1002.3
982,8/9/09,85.6,0,13.46,74.8,1003.3
983,9/9/09,85.8,0,15.54,75.1,1002.3
984,10/9/09,86.4,0,14.73,75.8,1002.6
985,11/9/09,84.3,0,17.03,73.5,1004.8
986,12/9/09,85.5,0,13.12,72.2,1008.8
987,13/9/09,84.9,0,14.15,73.2,1008.7
988,14/9/09,85.1,0,20.37,73.8,1006.8
989,15/9/09,84.4,0,20.94,74.2,1004.4
990,16/9/09,84.4,0,15.54,74.1,1005.9
991,17/9/09,85.6,0,14.04,73.6,1008.3
992,18/9/09,84.5,0,16.46,73.4,1008.7
993,19/9/09,87.5,0,15.54,74.6,1006.8
994,20/9/09,86.2,0,17.84,75.2,1005.9
995,21/9/09,86.4,0,15.19,74.9,1005.5
996,22/9/09,84.8,0,14.38,75,1005.6
997,23/9/09,84.9,0,16.57,73.6,1005.7
998,24/9/09,85.4,0,18.3,73.3,1006.8
999,25/9/09,84.1,0,20.71,72.2,1005.6
1000,26/9/09,84.1,0,17.61,74.2,1005.4
1001,27/9/09,85.8,0,16.92,73.4,1005.9
1002,28/9/09,86.9,0,10.24,72.4,1006.5
1003,29/9/09,87.8,0,9.78,69.1,1006.4
1004,30/9/09,86.7,0,13.23,72.1,1005.7
1005,1/10/09,86,0,10.36,72.2,1005
1006,2/10/09,92.1,0,13.46,65.4,1004.1
1007,3/10/09,90.3,0,8.4,68.7,1002.8
1008,4/10/09,92.4,0,7.25,67.8,1003
1009,5/10/09,88.9,0,6.9,69.4,1004.8
1010,6/10/09,88.2,0,4.6,68.8,1004.4
1011,7/10/09,85.4,0,13.23,71.4,1003.7
1012,8/10/09,84.8,0,12.66,69.2,1003.4
1013,9/10/09,84.1,0,10.36,71.8,1005
1014,10/10/09,84.2,0,13.46,71.6,1007.9
1015,11/10/09,84.4,0,12.66,70.7,1009.8
1016,12/10/09,84.1,0,9.55,70.3,1010.6
1017,13/10/09,84.5,0,6.33,68.6,1011
1018,14/10/09,83.8,0,7.48,66.9,1011.1
1019,15/10/09,83.8,0,8.06,62.4,1011.2
1020,16/10/09,83.5,0,5.52,62.1,1011.1
1021,17/10/09,82.5,0,9.21,62.8,1009.7
1022,18/10/09,81.7,0,6.33,57.4,1009.2
1023,19/10/09,81.6,0,7.13,54.2,1010.6
1024,20/10/09,79.8,0,4.6,59.2,1011.5
1025,21/10/09,80.4,0,2.53,58.1,1013
1026,22/10/09,80.6,0,5.52,56.4,1014.7
1027,23/10/09,82.3,0,5.52,50.1,1013.8
1028,24/10/09,83.9,0,7.25,57.1,1010.6
1029,25/10/09,79,0,4.26,53.3,1011.5
1030,26/10/09,80.3,0,4.37,47.4,1012.9
1031,27/10/09,79.5,0,1.15,48.1,1012.4
1032,28/10/09,79.6,0,0,52,1012.7
1033,29/10/09,82.4,0,9.55,51.3,1015.1
1034,30/10/09,82.4,0,4.03,53.5,1015
1035,31/10/09,83.7,0,5.64,53.1,1012.4
1036,1/11/09,83.1,0,11.16,56.8,1011.2
1037,2/11/09,82.6,0,8.06,58.2,1013.1
1038,3/11/09,80.7,0,9.21,59.5,1014.9
1039,4/11/09,80.1,0,12.08,60.1,1015.3
